Lifetime Movie Favorites | source=vizio | res=2160 | https://5ee29b66.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/Vml6aW9fSG9saWRheU1vdmllRmF2b3JpdGVzYnlMaWZldGltZV9ITFM/playlist.m3u8?ads.wurl_channel=999&ads.wurl_name=HolidayMovieFavoritesbyLifetime&ads.coppa=0&ads.psid=%7bADID%7d&ads.targetopt=%7bTARGETOPT%7d&ads.us_privacy=%7bUSPRIVACY%7d&ads.ifa_type=%7bIFATYPE%7d&ads.lmt=%7bLMT%7d&ads.app_bundle=%7bAPP_BUNDLE%7d&ads.app_name=%7bAPP_NAME%7d&ads.app_store_url=%7bAPP_STORE_URL%7d&ads.url=%7bDOMAIN%7d&ads.w=%7bWIDTH%7d&ads.h=%7bHEIGHT%7d&ads.device_make=%7bDEVICE_MAKE%7d&ads.vizdartoken=eyJhdWQiOiI5OCIsIndmcGNpZCI6MzQ1NjY3OTAzMn0
Serie Max | source=iptv_org | res=0 | https://video1.getstreamhosting.com:1936/8330/8330/playlist.m3u8
Sí quiero ese vestido | source=iptv_org | res=0 | https://jmp2.uk/plu-6578836cdfed030008ce5bdb.m3u8
Stingray Greatest Holiday Hits | source=iptv_org | res=0 | https://d39g1vxj2ef6in.cloudfront.net/v1/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/54947915-6504-4548-aaef-eabd451f8607/1.m3u8
Stories by AMC | source=iptv_org | res=0 | https://jmp2.uk/plu-62f2ce24f328e00007e7f55a.m3u8
Stories by AMC | source=iptv_org | res=0 | https://amc-amcpresents-1-us.xumo.wurl.tv/playlist.m3u8
Telemax | source=iptv_org | res=0 | https://stream-gtlc.telecentro.net.ar/hls/telemaxhls/main.m3u8
The Walking Dead by AMC | source=iptv_org | res=0 | https://jmp2.uk/plu-678aa0b3680721c77c5035dd.m3u8
Til Middag Hos | source=iptv_org | res=0 | https://jmp2.uk/plu-61c1a05ef30f5d0007e562f3.m3u8
TNT Kids (288p) | source=iptv_org | res=0 | https://restreamer1.tnt.ba/hls/tntkids.m3u8
TV Cidade | source=iptv_org | res=0 | https://stmv1.srvif.com/tvcidade/tvcidade/playlist.m3u8
TV Cidade Oeste | source=iptv_org | res=0 | https://radios.dataprimer.com.br:5443/LiveApp/streams/psuqNyPC1AW1BcUZ1573443847601.m3u8
TV Land Drama | source=iptv_org | res=0 | https://jmp2.uk/plu-5d40bebc5e3d2750a2239d7e.m3u8
TV Land Sitcoms | source=iptv_org | res=0 | https://jmp2.uk/plu-5c2d64ffbdf11b71587184b8.m3u8
TV Universidad | source=iptv_org | res=0 | https://stratus.stream.cespi.unlp.edu.ar/hls/tvunlp.m3u8
Unidad de investigación | source=iptv_org | res=0 | https://jmp2.uk/plu-61bb2814ac085a00074309a6.m3u8
Vida Nueva TV | source=iptv_org | res=0 | https://mc.servidor.stream:19360/8240/8240.m3u8
Vidas Extremas | source=iptv_org | res=0 | https://jmp2.uk/plu-673249afc7626f0008c7205d.m3u8
Wild Side TV | source=iptv_org | res=0 | https://jmp2.uk/plu-60b4d6c806ad2a00073b3108.m3u8
Telemax | source=free_tv | res=0 | https://live-edge01.telecentro.net.ar/live/smil:tlx.smil/playlist.m3u8
Prima MAX Ⓖ | source=free_tv | res=0 | https://prima-ott-live.ssl.cdn.cra.cz/channels/prima_max/playlist/cze/live_hd.m3u8?offsetSeconds=0&url=0
TV/Midt-Vest | source=free_tv | res=0 | https://cdn-lt-live.tvmidtvest.dk/env/cluster-1-d.live.frp1/live/hls/p/1953371/e/1_9x5lzos9/tl/main/st/0/t/9MTEhotxVwKuatx1EVXdGg/index-s34.m3u8
TLC Finland | source=free_tv | res=0 | https://live-fi.tvkaista.net/tlc/live.m3u8?src=freetv
ERT Kids Ⓖ | source=free_tv | res=0 | https://ert-ucdn.broadpeak-aas.com/bpk-tv/ERTKids/default/index.mpd
Hegyvidék TV | source=free_tv | res=0 | https://tv.hegyvidek.hu/hvtv/hvstream.m3u8
Al-Rafidain | source=free_tv | res=0 | https://cdg8.edge.technocdn.com/arrafidaintv/abr_live/playlist.m3u8
Food Network | source=free_tv | res=0 | https://streaming.aurora.enhanced.live/live/mpc/enl0eG1mLmVncmVzcy5mZDJ2eHI=/out/v1/IT_SIMULCAST/FOODNETWORK/CMAF/index.m3u8
Discovery Channel | source=free_tv | res=0 | https://streaming.aurora.enhanced.live/live/mpc/enl0eG1mLmVncmVzcy5mZDJ2eHI=/out/v1/IT_SIMULCAST/DISCOVERYCHANNEL/CMAF/index.m3u8
DMAX | source=free_tv | res=0 | https://streaming.aurora.enhanced.live/live/mpc/enl0eG1mLmVncmVzcy5mZDJ2eHI=/out/v1/IT_SIMULCAST/DMAX/CMAF/index.m3u8
HGTV – Home & Garden Tv | source=free_tv | res=0 | https://streaming.aurora.enhanced.live/live/mpc/enl0eG1mLmVncmVzcy5mZDJ2eHI=/out/v1/IT_SIMULCAST/HGTV/CMAF/index.m3u8
Idea Plus | source=free_tv | res=0 | https://rst.saiuzwebnetwork.it:19360/teleidea/teleidea.m3u8
Tele Occidente | source=free_tv | res=0 | https://stream9.xdevel.com/video0s976532-1292/stream/playlist.m3u8
Tele Video Agrigento (T.V.A.) | source=free_tv | res=0 | https://59d7d6f47d7fc.streamlock.net/tva/tva/playlist.m3u8
Video Calabria | source=free_tv | res=0 | https://a8a02dd9a49a4fc9810743615c65ab73.msvdn.net/live/S76734991/i6NeNqLYaspb/playlist.m3u8
Video Mediterraneo | source=free_tv | res=0 | https://bfbe5f347ac4424faf719dda285bc39e.msvdn.net/live/S54897858/4gWO7tTzpK3N/playlist.m3u8
Video Nola | source=free_tv | res=0 | https://videonola.aswifi.it/videonolaabr/live.m3u8
Video Regione Sicilia | source=free_tv | res=0 | https://57214cb172d84f8cb311b91513952b03.msvdn.net/live/S40896499/ZuaLjACsWIL4/playlist.m3u8
Video Star Tv Sicilia | source=free_tv | res=0 | https://stream9.xdevel.com/video0s976556-1321/stream/playlist.m3u8
Video Touring Tv | source=free_tv | res=0 | https://streamingvideo.auranex.cloud/memfs/70baacad-47c6-41a6-aee0-86530c31e080.m3u8
Videonovara | source=free_tv | res=0 | https://ed04.top-ix.org/avtvlive/videonovara/streaming/playlist.m3u8
TBSテレビ | source=free_tv | res=0 | https://stream01.willfonk.com/live_playlist.m3u8?cid=BS296&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS-TBS | source=free_tv | res=0 | https://stream01.willfonk.com/live_playlist.m3u8?cid=BS161&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
KBS Kids | source=free_tv | res=0 | http://ye23.vip/z7z8/2021/kbs2020.php?id=9
Paramount Network | source=free_tv | res=0 | http://185.189.225.150:85/Paramount/index.m3u8
Telemadrid | source=free_tv | res=0 | https://telemadrid-23-secure2.akamaized.net/master.m3u8
HQM Kids | source=free_tv | res=0 | https://livelist01.yowi.tv/lista/e4bc12dafe33c3ceb3e382e3acc0ec2c012cf7fd/master.m3u8
Ideal World | source=free_tv | res=0 | https://ythls.armelin.one/channel/UCJbgGTpBWuC87VFIKTTO4RQ.m3u8
MBC Max Ⓢ | source=free_tv | res=0 | http://37.122.156.107:4000/play/a07i/index.m3u8
Bumblebee TV Country Boy Kids Video.us | source=free_tv | res=0 | https://stitcheraws.unreel.me/wse-node02.powr.com/live/5bf225aed5eeee0f5a4094bd/playlist.m3u8
MONDO TV KIDS | source=free_tv | res=0 | https://mondotv-mondotvkids-1-it.samsung.wurl.tv/playlist.m3u8
Pimp My Ride – Pluto TV | source=free_tv | res=0 | https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/636a4eaf77279a0007f14861/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
Ridiculousness – Pluto TV | source=free_tv | res=0 | https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/61fbd721e5b49e00079bfedc/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
Kids – Pluto TV | source=free_tv | res=0 | https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/62444e195d2ab7000861694b/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
Kids Ukraine – Pluto TV | source=free_tv | res=0 | https://service-stitcher.clusters.pluto.tv/v1/stitch/embed/hls/channel/622a2d8da9d8210007d918c2/master.m3u8?deviceId=channel&deviceModel=web&deviceVersion=1.0&appVersion=1.0&deviceType=rokuChannel&deviceMake=rokuChannel&deviceDNT=1&advertisingId=channel&embedPartner=rokuChannel&appName=rokuchannel&is_lat=1&bmodel=bm1&content=channel&platform=web&tags=ROKU_CONTENT_TAGS&coppa=false&content_type=livefeed&rdid=channel&genre=ROKU_ADS_CONTENT_GENRE&content_rating=ROKU_ADS_CONTENT_RATING&studio_id=viacom&channel_id=channel
Árbol de Vida TV (240p) [Not 24/7] | source=iptv_org | res=0 | https://yupistream.top:19360/livearbol/livearbol.m3u8
EBS kids (400p) [Not 24/7] | source=iptv_org | res=0 | https://ebsonair.ebs.co.kr/ebsufamilypc/familypc1m/playlist.m3u8
Extrema Kids TV [Not 24/7] | source=iptv_org | res=0 | https://627bb251f23c7.streamlock.net:444/ExtremaKids/ExtremaKids/playlist.m3u8
MaxTV [Not 24/7] | source=iptv_org | res=0 | https://inliveserver.com:1936/8078/8078/playlist.m3u8
Videolina (Sardegna) (404p) [Not 24/7] | source=iptv_org | res=0 | http://livestreaming.videolina.it/live/Videolina/playlist.m3u8
Ninja Kidz TV (EU) | source=xiaomi | res=0 | https://playworksdigital-ninjakidztv-1-eu.xiaomi.wurl.tv/playlist.m3u8
Kids TV (US) | source=xiaomi | res=0 | https://jansonmedia-kidstv-1-us.xiaomi.wurl.tv/playlist.m3u8
Ideas En 5 Minutos Spanish | source=xiaomi | res=0 | https://amg02051-soulpublishing-amg02051c3-xiaomi-international-370.playouts.now.amagi.tv/playlist/amg02051-admecyltd-5minutecraftsspanish-xiaomiinternational/playlist.m3u8
Brightside English | source=xiaomi | res=0 | https://amg02051-soulpublishing-amg02051c9-xiaomi-international-385.playouts.now.amagi.tv/playlist/amg02051-admecyltd-brightsideenglish-xiaomiinternational/playlist.m3u8
Brightside Spanish Geo | source=xiaomi | res=0 | https://amg02051-soulpublishing-amg02051c16-xiaomi-international-371.playouts.now.amagi.tv/playlist/amg02051-admecyltd-brightsidespanish-xiaomiinternational/playlist.m3u8
OAN Encore (Asia) | source=xiaomi | res=0 | https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01412-xiaomiasia-oanencore-xiaomi/playlist.m3u8
Sportsgrid (Asia) | source=xiaomi | res=0 | https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01412-xiaomiasia-sportsgridin-xiaomi/playlist.m3u8
Sports Grid | source=xiaomi | res=0 | https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg00315-sportsgrid-sportsgrid-xiaomi/playlist.m3u8
Historia Y Vida | source=xiaomi | res=0 | https://amg01821-amg01821c22-xiaomi-international-4608.playouts.now.amagi.tv/playlist.m3u8
Homicide | source=xiaomi | res=0 | https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01796-fastmediabackbo-homicide-xiaomi/playlist.m3u8
Latido Music Geo | source=xiaomi | res=0 | https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg00274-vidaprimo-latidomusic-xiaomi/playlist.m3u8
America's Funniest Home Videos | source=localnow | res=0 | https://s11host3.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config14/dist/localnow/1208/hls/master/playlist.m3u8?ads.cdnhost=s11host3.localnow.api.cms.amdvids.com&ads.playbackid=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n4=content_name&ads.v4=America%27s%20Funniest%20Home%20Videos&ads.n21=channel_ext_id&ads.v21=&ads.n22=cust_devicename&ads.v22=desktop_web&ads.n23=channel_company_id&ads.v23=AMDP500558&ads.n24=ifa_type&ads.v24=&ads.n25=app_store_url&ads.v25=&ads.n26=pos&ads.v26=midroll&ads.n27=channel_name&ads.v27=America%27s%20Funniest%20Home%20Videos&ads.n28=content_livestream&ads.v28=1&ads.n29=url&ads.v29=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n30=content_custom_3_param&ads.v30=channel&ads.n31=h&ads.v31=1080&ads.n32=device_model&ads.v32=&ads.n33=channel_rating&ads.v33=TV-PG&ads.n34=channel_id&ads.v34=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n35=app_bundle&ads.v35=&ads.n36=app_name&ads.v36=&ads.n37=us_privacy&ads.v37=1YNY&ads.n38=gpp_sid&ads.v38=&ads.n39=app_version&ads.v39=0.0.0&ads.n40=channel_title&ads.v40=America%27s%20Funniest%20Home%20Videos&ads.n41=device_make&ads.v41=&ads.n42=content_type&ads.v42=channel&ads.n43=content_provider&ads.v43=americas-funniest-home-videos&ads.n44=content_producer_name&ads.v44=Hollywood%20Licensing%20LLC&ads.n45=gpp&ads.v45=&ads.n46=channel_brand_id&ads.v46=AMDB013691&ads.n47=w&ads.v47=1920&ads.n48=content_custom_1_param&ads.v48=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n49=content_custom_2_param&ads.v49=AMDB013691&ads.n50=ip&ads.v50=185.217.168.164&ads.n51=channel_genre&ads.v51=Comedy&ads.n52=network_name&ads.v52=americas-funniest-home-videos&ads.n53=ua&ads.v53=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n54=dnt&ads.v54=&ads.n55=channel_language&ads.v55=en&ads.n56=device_type&ads.v56=&ads.n57=did&ads.v57=&ads.n58=channel_corp&ads.v58=Hollywood%20Licensing%20LLC
NEWSMAX2 | source=localnow | res=0 | https://s4host4.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config5/hls/live/2020471/Live_1/index.m3u8?ads.cdnhost=s4host4.localnow.api.cms.amdvids.com&ads.playbackid=12EBEC2E-2C3E-4FE9-812A-B69DF4F7C925&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=12EBEC2E-2C3E-4FE9-812A-B69DF4F7C925&ads.n4=content_name&ads.v4=Newsmax%202&ads.n21=device_make&ads.v21=&ads.n22=channel_corp&ads.v22=Newsmax%20Broadcasting%20LLC&ads.n23=content_type&ads.v23=channel&ads.n24=dnt&ads.v24=&ads.n25=cust_devicename&ads.v25=desktop_web&ads.n26=pos&ads.v26=midroll&ads.n27=content_provider&ads.v27=newsmax&ads.n28=channel_rating&ads.v28=TV-PG&ads.n29=url&ads.v29=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n30=app_store_url&ads.v30=&ads.n31=gpp_sid&ads.v31=&ads.n32=w&ads.v32=1920&ads.n33=channel_name&ads.v33=Newsmax%202&ads.n34=channel_id&ads.v34=12EBEC2E-2C3E-4FE9-812A-B69DF4F7C925&ads.n35=gpp&ads.v35=&ads.n36=content_livestream&ads.v36=1&ads.n37=channel_ext_id&ads.v37=606f8fe60f7a8a12a27f8242&ads.n38=app_name&ads.v38=&ads.n39=network_name&ads.v39=newsmax&ads.n40=h&ads.v40=1080&ads.n41=ua&ads.v41=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n42=device_type&ads.v42=&ads.n43=ip&ads.v43=185.217.168.164&ads.n44=did&ads.v44=&ads.n45=content_custom_2_param&ads.v45=AMDB012082&ads.n46=app_version&ads.v46=0.0.0&ads.n47=content_custom_3_param&ads.v47=channel&ads.n48=channel_genre&ads.v48=News&ads.n49=content_custom_1_param&ads.v49=12EBEC2E-2C3E-4FE9-812A-B69DF4F7C925&ads.n50=channel_title&ads.v50=Newsmax%202&ads.n51=device_model&ads.v51=&ads.n52=us_privacy&ads.v52=1YNY&ads.n53=ifa_type&ads.v53=&ads.n54=channel_company_id&ads.v54=AMDP500144&ads.n55=app_bundle&ads.v55=&ads.n56=channel_language&ads.v56=en&ads.n57=content_producer_name&ads.v57=Newsmax%20Broadcasting%20LLC&ads.n58=channel_brand_id&ads.v58=AMDB012082
America's Funniest Home Videos | source=localnow | res=0 | https://s11host3.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config14/dist/localnow/1208/hls/master/playlist.m3u8?ads.cdnhost=s11host3.localnow.api.cms.amdvids.com&ads.playbackid=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n1=rule_id&ads.v1=E7BB7BA1-D932-4E65-BD9F-93731E6E87C5-1744054592&ads.n3=qp_content_id&ads.v3=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n4=content_name&ads.v4=America%27s%20Funniest%20Home%20Videos&ads.n21=content_custom_3_param&ads.v21=channel&ads.n22=channel_rating&ads.v22=TV-PG&ads.n23=channel_brand_id&ads.v23=AMDB013691&ads.n24=channel_ext_id&ads.v24=&ads.n25=app_name&ads.v25=&ads.n26=channel_genre&ads.v26=Comedy&ads.n27=app_version&ads.v27=0.0.0&ads.n28=dnt&ads.v28=&ads.n29=channel_title&ads.v29=America%27s%20Funniest%20Home%20Videos&ads.n30=app_store_url&ads.v30=&ads.n31=device_model&ads.v31=&ads.n32=content_custom_2_param&ads.v32=AMDB013691&ads.n33=ip&ads.v33=185.217.168.164&ads.n34=ua&ads.v34=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n35=device_make&ads.v35=&ads.n36=channel_id&ads.v36=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n37=app_bundle&ads.v37=&ads.n38=content_livestream&ads.v38=1&ads.n39=network_name&ads.v39=americas-funniest-home-videos&ads.n40=channel_company_id&ads.v40=AMDP500558&ads.n41=gpp_sid&ads.v41=&ads.n42=did&ads.v42=&ads.n43=channel_corp&ads.v43=Hollywood%20Licensing%20LLC&ads.n44=content_type&ads.v44=channel&ads.n45=h&ads.v45=1080&ads.n46=cust_devicename&ads.v46=desktop_web&ads.n47=content_custom_1_param&ads.v47=6F98F890-E5E7-489B-BC79-10640D57AC11&ads.n48=pos&ads.v48=midroll&ads.n49=url&ads.v49=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n50=content_provider&ads.v50=americas-funniest-home-videos&ads.n51=channel_name&ads.v51=America%27s%20Funniest%20Home%20Videos&ads.n52=device_type&ads.v52=&ads.n53=channel_language&ads.v53=en&ads.n54=w&ads.v54=1920&ads.n55=ifa_type&ads.v55=&ads.n56=content_producer_name&ads.v56=Hollywood%20Licensing%20LLC&ads.n57=us_privacy&ads.v57=1YNY&ads.n58=gpp&ads.v58=
Telemundo Noticias Florida | source=localnow | res=0 | https://s8host4.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config10/playlist.m3u8?ads.cdnhost=s8host4.localnow.api.cms.amdvids.com&ads.playbackid=BF6805ED-1E7C-4D7F-8380-A8FFBEE5C4DD&ads.n1=rule_id&ads.v1=F0F2D67E-43F6-4794-9B68-414843159DD7-1747755763&ads.n3=qp_content_id&ads.v3=BF6805ED-1E7C-4D7F-8380-A8FFBEE5C4DD&ads.n4=content_name&ads.v4=Telemundo%20Noticias%20Florida&ads.n21=channel_language&ads.v21=es&ads.n22=dnt&ads.v22=&ads.n23=channel_title&ads.v23=Telemundo%20Noticias%20Florida&ads.n24=ifa_type&ads.v24=&ads.n25=url&ads.v25=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n26=device_type&ads.v26=&ads.n27=ua&ads.v27=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n28=w&ads.v28=1920&ads.n29=app_store_url&ads.v29=&ads.n30=channel_company_id&ads.v30=AMDP500448&ads.n31=gpp_sid&ads.v31=&ads.n32=app_bundle&ads.v32=&ads.n33=device_make&ads.v33=&ads.n34=channel_id&ads.v34=BF6805ED-1E7C-4D7F-8380-A8FFBEE5C4DD&ads.n35=channel_genre&ads.v35=News&ads.n36=h&ads.v36=1080&ads.n37=content_provider&ads.v37=telemundo-noticias-florida&ads.n38=device_model&ads.v38=&ads.n39=channel_brand_id&ads.v39=AMDB013327&ads.n40=us_privacy&ads.v40=1YNY&ads.n41=did&ads.v41=&ads.n42=channel_corp&ads.v42=NBCUniversal&ads.n43=app_version&ads.v43=0.0.0&ads.n44=content_custom_2_param&ads.v44=AMDB013327&ads.n45=content_livestream&ads.v45=1&ads.n46=network_name&ads.v46=telemundo-noticias-florida&ads.n47=app_name&ads.v47=&ads.n48=content_type&ads.v48=channel&ads.n49=content_custom_3_param&ads.v49=channel&ads.n50=content_producer_name&ads.v50=NBCUniversal&ads.n51=pos&ads.v51=midroll&ads.n52=gpp&ads.v52=&ads.n53=cust_devicename&ads.v53=desktop_web&ads.n54=channel_ext_id&ads.v54=&ads.n55=channel_name&ads.v55=Telemundo%20Noticias%20Florida&ads.n56=ip&ads.v56=185.217.168.164&ads.n57=content_custom_1_param&ads.v57=BF6805ED-1E7C-4D7F-8380-A8FFBEE5C4DD&ads.n58=channel_rating&ads.v58=TV-PG
TuDiscovery | source=localnow | res=0 | https://s9host5.localnow.api.cms.amdvids.com/v1/master/c189661feba961c19bc5fb60b57879ee9b84548a/config12/playlist.m3u8?ads.cdnhost=s9host5.localnow.api.cms.amdvids.com&ads.playbackid=2B411E4B-58F1-47FD-84A5-C8CDB543A9D8&ads.n1=rule_id&ads.v1=31E67C91-301F-4DA0-997C-55E852CBE4CB-1752176430&ads.n3=qp_content_id&ads.v3=2B411E4B-58F1-47FD-84A5-C8CDB543A9D8&ads.n4=content_name&ads.v4=TuDiscovery&ads.n21=us_privacy&ads.v21=1YNY&ads.n22=channel_ext_id&ads.v22=&ads.n23=gpp_sid&ads.v23=&ads.n24=content_custom_2_param&ads.v24=AMDB013574&ads.n25=content_provider&ads.v25=tudiscovery-de-wbtv-tudiscovery&ads.n26=ip&ads.v26=185.217.168.164&ads.n27=channel_brand_id&ads.v27=AMDB013574&ads.n28=did&ads.v28=&ads.n29=url&ads.v29=https%25253A%25252F%25252Flocalnow.com%25252Fchannels%25252Fcbs-news-chicago-hyperlocal&ads.n30=channel_rating&ads.v30=TV-PG&ads.n31=ifa_type&ads.v31=&ads.n32=channel_corp&ads.v32=Warner%20Brothers%20Discovery&ads.n33=content_livestream&ads.v33=1&ads.n34=channel_company_id&ads.v34=AMDP500559&ads.n35=content_custom_3_param&ads.v35=channel&ads.n36=app_name&ads.v36=&ads.n37=cust_devicename&ads.v37=desktop_web&ads.n38=app_store_url&ads.v38=&ads.n39=device_model&ads.v39=&ads.n40=network_name&ads.v40=tudiscovery-de-wbtv-tudiscovery&ads.n41=ua&ads.v41=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F122.0.0.0%20Safari%2F537.36&ads.n42=channel_title&ads.v42=TuDiscovery&ads.n43=content_producer_name&ads.v43=Warner%20Brothers%20Discovery&ads.n44=device_type&ads.v44=&ads.n45=dnt&ads.v45=&ads.n46=channel_name&ads.v46=TuDiscovery&ads.n47=channel_genre&ads.v47=Entertainment&ads.n48=w&ads.v48=1920&ads.n49=pos&ads.v49=midroll&ads.n50=device_make&ads.v50=&ads.n51=h&ads.v51=1080&ads.n52=gpp&ads.v52=&ads.n53=app_bundle&ads.v53=&ads.n54=channel_language&ads.v54=en&ads.n55=content_custom_1_param&ads.v55=2B411E4B-58F1-47FD-84A5-C8CDB543A9D8&ads.n56=channel_id&ads.v56=2B411E4B-58F1-47FD-84A5-C8CDB543A9D8&ads.n57=content_type&ads.v57=channel&ads.n58=app_version&ads.v58=0.0.0
